,Date,Year,Country,Sex,Injury,Fatal,ACTIVITY,AGE
3543,26-Dec-1966,1966,SINGAPORE,M,Thigh bitten,N,wading,39
3544,26-Dec-1966,1966,AUSTRALIA,M,Right leg bitten,N,spearfishing,29
3545,14-Nov-1966,1966,THAILAND,0,No details,0,0,28
3546,Early Nov-1966,1966,PAPUA NEW GUINEA,F,FATAL,Y,bathing,0
3547,30-Oct-1966,1966,PAPUA NEW GUINEA,F,FATAL,Y,swimming,13
3548,19-Oct-1966,1966,PAPUA NEW GUINEA,F,FATAL,Y,bathing,0
3549,27-Sep-1966,1966,AUSTRALIA,M,Shoulder lacerated,N,diving,32
3550,19-Sep-1966,1966,USA,M,Left elbow or hand bitten PROVOKED INCIDENT,N,fishing,20
3551,18-Sep-1966,1966,AUSTRALIA,M," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",0,spearfishing,0
3552,13-Sep-1966,1966,AUSTRALIA,M,Involved a speared shark but no other details PROVOKED INCIDENT,0,spearfishing,0
3553,10-Sep-1966,1966,AUSTRALIA,M,No injury,N,spearfishing,43
3554,8-Sep-1966,1966,USA,M,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,hunting,14
3555,Sep- 1966,1966,BAHAMAS,M,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",0,diving,0
3556,28-Aug-1966,1966,AUSTRALIA,M,"No injury to occupant. Shark struck vessel, jamming centreboard",N,0,0
3557,27-Aug-1966,1966,SOUTH AFRICA,M,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",0,netting,0
3558,27-Aug-1966,1966,BAHAMAS,F,"Survived, no details",N,snorkeling,18
3559,23-Aug-1966,1966,NEW BRITAIN,F,FATAL,Y,swimming,13
3560,23-Aug-1966,1966,NEW BRITAIN,F,FATAL,Y,diving,0
3561,16-Aug-1966,1966,CROATIA,M,FATAL,Y,swimming,33
3562,14-Aug-1966,1966,TAIWAN,M,"No injury, but shark struck his calf",N,diving,0
3563,13-Aug-1966,1966,ITALY,M,Arm lacerated,N,0,21
3564,Mid Aug-1966,1966,USA,M,"No attack, no injury, shark took speared fish & approached diver closely ",0,spearfishing,26
3565,Aug-1966,1966,USA,M,"No injury, mother lifted him from the water",N,wading,0
3566,31-Jul-1966,1966,USA,M,Dorsum of right foot grazed,N,diving,16
3567,19-Jul-1966,1966,USA,M,"Arm bitten, PROVOKED INCIDENT",N,killing,34
3568,17-Jul-1966,1966,USA,M,Lacerations to right foot,N,fishing,14
3569,17-Jul-1966,1966,TAIWAN,M,"FATAL, left leg severed",Y,swimming,20
3570,14-Jul-1966,1966,PAPUA NEW GUINEA,F,FATAL,Y,swimming,25
3571,03-Jul-1966,1966,USA,M,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,0,diving,46
3572,02-Jul-1966,1966,CARIBBEAN SEA,0,"No injury to occupants, sharks bit chunks from boat",N,0,0
3573,22-Jun-1966,1966,USA,M,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,clamming,15
3574,11-Jun-1966,1966,USA,M,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,fishing,18
3575,04-Jun-1966,1966,USA,M,Punctures on  thigh & buttock,N,swimming,18
3576,02-Jun-1966,1966,FRENCH POLYNESIA,M,Arm lacerated by netted shark PROVOKED INCIDENT,N,fishing,0
3577,20-May-1966,1966,AUSTRALIA,M,FATAL,Y,sinking,40
3578,20-May-1966,1966,AUSTRALIA,M,Foot bitten,N,fishing,0
3579,20-May-1966,1966,AUSTRALIA,M,"FATAL, other human remains bitten by sharks, 13 people missing",Y,0,38
3580,16-May-1966,1966,USA,M,"White shark, 3.7 m [12']  made threat display. No injury, no attack",0,spearfishing,24
3581,16-May-1966,1966,PHILIPPINES,M,130 perished; 136 survived  including a man whose foot was severed by a shark,Y,0,0
3582,08-Apr-1966,1966,USA,M,Foot lacerated,N,swimming,25
3583,Apr-1966,1966,AUSTRALIA,M,Survived,N,0,0
3584,20-Mar-1966,1966,AUSTRALIA,0,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,fishing,0
3585,14-Mar-1966,1966,SUDAN,M,FATAL,Y,throwing,0
3586,27-Feb-1966,1966,AUSTRALIA,M,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,treading,13
3587,29-Jan-1966,1966,SOUTH AFRICA,M,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,helping,33
3588,25-Jan-1966,1966,INDONESIA,0,Sharks said to have killed some of the 80 people lost,Y,0,0
3589,22-Jan-1966,1966,USA,M,"Hand, arm & thigh bitten",N,diving,29
3590,15-Jan-1966,1966,AUSTRALIA,M,Buttocks bitten,N,spearfishing,30
3591,14-Jan-1966,1966,COLUMBIA,0,"10 survived, 51 perished. ",Y,0,0
3592,11-Jan-1966,1966,SOUTH AFRICA,M,Right calf lacerated,N,standing,16
3593,10-Jan-1966,1966,AUSTRALIA,M,"Lower leg nipped, arm bruised when he landed in boat",N,0,43
3594,09-Jan-1966,1966,SOUTH AFRICA,M,Lower legs bitten,N,surfing,15
3595,08-Jan-1966,1966,NEW ZEALAND,F,"FATAL, left leg bitten thigh to calf  ",Y,surfing,15
3596,05-Jan-1966,1966,USA,M,Thigh gashed,N,swimming,35
3597,Summer of 1996,1966,USA,F,Minor lacerations & abrasions to lower leg. ,0,walking,15
3598,28-Dec-1965,1965,AUSTRALIA,M,Thigh & swim fin bitten,N,spearfishing,40
3599,19-Dec-1965,1965,JOHNSTON ISLAND,M,No injury,N,freediving,0
3600,10-Dec-1965,1965,AUSTRALIA,0,No injury to occupants. Shark  gouged planks of boat,N,fishing,0
3601,21-Nov-1965,1965,AUSTRALIA,M,FATAL PROVOKED INCIDENT,Y,fishing,43
3602,21-Nov-1965,1965,PACIFIC OCEAN ,M,"Left forearm bitten, surgically amputated",N,hauling,44
3603,03-Nov-1965,1965,PANAMA,0,2 life preservers had been bitten by sharks,0,0,0
3604,03-Nov-1965,1965,AUSTRALIA,M,Puncture wounds to right thigh,N,surfing,24
3605,21-Oct-1965,1965,0,M,Survived,N,0,39
3606,16-Oct-1965,1965,BAHAMAS,M,Right arm & right leg bitten,N,sunbathing,32
3607,16-Oct-1965,1965,BAHAMAS,F,FATAL,Y,playing,0
3608,10-Oct-1965,1965,NEW BRITAIN,M,FATAL,Y,spearfishing,15
3609,Oct-1965,1965,PAPUA NEW GUINEA,M,Toe severed,N,wading,27
3610,21-Sep-1965,1965,PAPUA NEW GUINEA,M,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,spearing,0
3611,12-Sep-1965,1965,PAPUA NEW GUINEA,M,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,fishing,0
3612,08-Sep-1965,1965,MEXICO,M,Leg & arm bitten,N,0,23
3613,30-Aug-1965,1965,PHILIPPINES,M,"One man was lost, but he may have drowned",0,0,0
3614,26-Aug-1965,1965,USA,M,Right thigh lacerated,N,swimming,15
3615,30-Jul-1964,1965,BAHAMAS,M,Chest bitten PROVOKED INCIDENT,N,attempting,0
3616,26-Jul-1965,1965,MEXICO,M,"FATAL, both legs severed ",Y,bathing,25
3617,Reported 02-Jul-1965,1965,BERMUDA,0,"No injury to occupant, shark bit boat",N,0,0
3618,19-Jun-1965,1965,USA,M,Parallel lacerations on right calf. Thought to be a barracuda bite ,0,wading,0
3619,18-Jun-1965,1965,USA,M,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",0,diving,0
3620,09-Jun-1965,1965,MEXICO,M,"Right forearm severed, right leg bitten and surgically amputated",N,swimming,38
3621,Jun-1965,1965,PAPUA NEW GUINEA,M,Minor injury,N,spearfishing,0
3622,Jun-1965,1965,SOUTH PACIFIC OCEAN,M,"FATAL, body not recovered",Y,treading,0
3623,29-May-1965,1965,MEXICO,M,"FATAL, left leg & right arm severed ",Y,swimming,0
3624,28-May-1965,1965,MEXICO,M,"FATAL, left arm & right leg severed ",Y,swimming,0
3625,May-Jun-1965,1965,EGYPT,M,Leg bitten,N,standing,0
3626,May 1965,1965,JAMAICA,M,Minor injury,N,diving,0
3627,May 1965,1965,MEXICO,M,"Right arm severed, right leg bitten, not known if he survived",N,swimming,35
3628,29-Apr-1965,1965,USA,M,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,0,49
3629,25-Apr-1965,1965,USA,M,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,0,surfing,19
3630,10-Apr-1965,1965,USA,M,Left hand severely lacerated,N,spearfishing,28
3631,04-Apr-1965,1965,PALAU,M,Right leg bitten,N,walking,0
3632,04-Apr-1965,1965,USA,M,Left hand punctured & lacerated,N,paddling,17
3633,23-Mar-1965,1965,USA,M,"All 16 onboard perished, recovery efforts hampered by sharks",0,0,0
3634,14-Mar-1965,1965,USA,M,Survived,N,diving,16
3635,14-Feb-1965,1965,SOUTH AFRICA,M,"Abdomen, buttock, thigh, arm & hand bitten",N,treading,25
3636,04-Feb-1965,1965,USA,M,Punctures on left thigh,N,diving,18
3637,25-Jan-1965,1965,USA,M,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",0,0,21
3638,23-Jan-1965,1965,SOUTH AFRICA,M,"No injury, ski bitten",N,paddling,22
3639,16-Jan-1965,1965,SOUTH AFRICA,M,Right thigh punctured,N,surfing,20
3640,10-Jan-1965,1965,AUSTRALIA,M,Thigh gashed,N,swimming,0
3641,09-Jan-1965,1965,NEW GUINEA,M,FATAL,Y,diving,30
3642,Summer 1965,1965,USA,M,Foot bitten,N,dangling,13
3643,1965,1965,USA,M,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,surfing,0
3644,Early 1965,1965,USA,M,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,collecting,0
3645,May-Jun-1965,1965,RED SEA,M,Leg bitten three times,N,standing,0
3646,May-Jun-1965,1965,EGYPT,M,Ankle and thigh bitten; shark made three strikes,N,spearfishing,25
3647,1965,1965,VANUATU,M,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,0,0
3648,Ca. 1965,1965,SOUTH AFRICA,0,No details,0,0,0
3649,25-Dec-1964,1964,SOUTH AFRICA,M,"Hand, ankle & calf lacerated",N,swimming,19
3650,10-Dec-1964,1964,PAPUA NEW GUINEA,M,Thigh severely lacerated,N,0,0
3651,10-Dec-1964,1964,AUSTRALIA,0,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,fishing,0
3652,09-Dec-1964,1964,PAPUA NEW GUINEA,M,Survived,N,swimming,28
3653,06-Dec-1964,1964,KENYA,M,FATAL,Y,fishing,10
3654,29-Nov-1964,1964,AUSTRALIA,M,Left leg severed,N,diving,25
3655,18-Nov-1964,1964,AUSTRALIA,M,FATAL,Y,swimming,29
3656,13-Nov-1964,1964,AUSTRALIA,M,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,filming,25
3657,05-Nov-1964,1964,USA,0,"No injury to occupant, shark bit propeller of outboard motor",N,fishing,0
3658,31-Oct-1964,1964,SOUTH AFRICA,M,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,fishing,0
3659,25-Oct-1964,1964,USA,0,"No injury to occupants, drove sharks away with paddles",0,0,0
3660,04-Oct-1964,1964,AUSTRALIA,M,Abrasions & 11 teethmarks on right lower leg,N,surfing,19
3661,27-Sep-1964,1964,0,M,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",0,spearfishing,24
3662,20-Sep-1964,1964,TAIWAN,M,FATAL,Y,swimming,32
3663,07-Sep-1964,1964,TAIWAN,M,Right thigh &  elbow bitten,N,swimming,20
3664,26-Aug-1964,1964,USA,M,Bruised & abraded ankle,N,swimming,14
3665,23-Aug-1964,1964,MEXICO,M,Right thigh bitten,N,floating,19
3666,22-Aug-1964,1964,USA,M,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,0,spearfishing,18
3667,21-Aug-1964,1964,USA,M,"No injury,  bumped repeatedly",N,swimming,0
3668,08-Aug-1964,1964,USA,M,"No injury, shark hit scuba tank",N,spearfishing,28
3669,03-Aug-1964,1964,JAPAN,M,"Leg bitten, surgically amputated",N,swimming,12
3670,Aug-1964,1964,PANAMA,M,Foot lacerated,N,diving,21
3671,27-Jul-1964,1964,USA,M,Arm lacerated by speared shark PROVOKED INCIDENT,N,0,22
3672,16-Jul-1964,1964,SOUTH AFRICA,M,"No injury, shark charged & impaled itself on spear",N,searching,30
3673,15-Jul-1964,1964,USA,0,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",0,0,0
3674,10-Jul-1964,1964,SOUTH AFRICA,M,FATAL,Y,spearfishing,52
3675,08-Jul-1964,1964,USA,M,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,tagging,0
3676,Jul-1964,1964,PAPUA NEW GUINEA,M,"FATAL, leg severed ",Y,standing,0
3677,Jul-1964,1964,PAPUA NEW GUINEA,0,"No injury to occupant, canoe struck several times by shark ",N,canoeing,0
3678,29-Jun-1964,1964,BERMUDA,0,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,conducting,0
3679,28-Jun-1964,1964,USA,F,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",0,attempting,29
3680,24-Jun-1964,1964,USA,0,"No injury to occupants, shark crashed through windshield of boat",N,fishing,0
3681,17-Jun-1964,1964,PAPUA NEW GUINEA,M,"No injury to occupant, shark lifted canoe's outrigger",N,fishing,0
3682,23-Jun-1964,1964,FIJI,M,Buttocks bitten,N,spearfishing,23
3683,02-Jun-1964,1964,SOUTH AFRICA,M,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",0,swimming,40
3684,30-May-1964,1964,PANAMA,M,No injury,N,standing,47
3685,08-May-1964,1964,FIJI,M,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,spearfishing,35
3686,May 1964,1964,PANAMA,M,"FATAL, torso / abdomen severely bitten  ",Y,diving,13
3687,07-Apr-1964,1964,PAPUA NEW GUINEA,M,FATAL,Y,fishing,0
3688,28-Mar-1964,1964,AUSTRALIA,M,Left thigh lacerated,N,surfing,19
3689,28-Mar-1964,1964,PAPUA NEW GUINEA,M,Presumed FATAL,Y,0,32
3690,05-Mar-1964,1964,USA,M,"Minor injury, abdomen abraded when he collided with the shark",N,diving,38
3691,Mar-1964,1964,SENEGAL,M,Thigh & hand bitten,N,diving,0
3692,Reported 17-Feb-1964,1964,FIJI,0,Hooked shark bit boat PROVOKED INCIDENT,N,fishing,0
3693,14-Feb-1964,1964,NEW CALEDONIA,M,"FATAL, foot & part of other leg severed  ",Y,diving,15
3694,14-Feb-1964,1964,FIJI,M,"FATAL, thigh and abdomen bitten ",Y,spearfishing,17
3695,11-Feb-1964,1964,NEW ZEALAND,M,Hand lacerated,N,preparing,0
3696,10-Feb-1964,1964,NEW ZEALAND,M,"No injury to diver, shark bit speargun",N,spearfishing,26
3697,08-Feb-1954,1964,SOUTH AFRICA,M,Right ankle lacerated,N,boarding,25
3698,05-Feb-1964,1964,NEW ZEALAND,M,Right leg & shoulder lacerated,N,lying,0
3699,05-Feb-1964,1964,NEW ZEALAND,M,"FATAL, both legs bitten & right leg severed at knee ",Y,swimming,19
3700,02-Feb-1964,1964,AUSTRALIA,M,Body not recovered  / May have drowned prior to shark involvement,0,swimming,23
3701,01-Feb-1964,1964,NEW ZEALAND,0,"No injury to occupants , shark nudged oars",N,rowing,0
3702,Feb-1964,1964,USA,M,No injury,N,floating,12
3703,Feb-1964,1964,COSTA RICA,M,"FATAL, right arm & left thigh bitten ",Y,swimming,0
3704,27-Jan-1964,1964,FIJI,0,FATAL,Y,spearfishing,0
3705,23-Jan-1964,1964,SOUTH AFRICA,M,Heel & ankle bitten,N,surfing,39
3706,22-Jan-1964,1964,SOUTH AFRICA,M,Heel bitten,N,standing,17
3707,21-Jan-1964,1964,SOUTH AFRICA,0,"No injury to occupants, shark holed  boat",N,watching,0
3708,18-Jan-1964,1964,AUSTRALIA,M,Arm lacerated,N,freediving,0
3709,11-Jan-1964,1964,USA,M,Leg & thigh bitten,N,spearfishing,21
3710,Reported 06-Jan-1964,1964,PAPUA NEW GUINEA,M,FATAL,Y,fishing,0
3711,04-Jan-1964,1964,FIJI,F,Deep lacerations to her right thigh,N,swimming,20
3712,01-Jan-1964,1964,AUSTRALIA,0,0,0,0,0
3713,01-Jan-1964,1964,SOUTH AFRICA,M,Lacerations and puncture wounds in right arm ,N,diving,0
3714,Jan-1964,1964,NEW ZEALAND,M,No injury,0,snorkeling,0
3715,29-Dec-1963,1963,SOUTH AFRICA,F,"Right hand & foot severed, thigh & buttock lacerated",N,standing,20
3716,26-Dec-1963,1963,SOUTH AFRICA,M,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,swimming,24
3717,26-Dec-1963,1963,AUSTRALIA,M,"No injury, shark's tail struck his armpit",N,sitting,0
3718,25-Dec-1963,1963,SOUTH AFRICA,M,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,swimming,18
3719,22-Dec-1963,1963,ATLANTIC OCEAN,F,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",0,0,0
3720,22-Dec-1963,1963,SOUTH AFRICA,M,Foot lacerated  PROVOKED INCIDENT,N,helping,13
3721,21-Dec-1963,1963,AUSTRALIA,M,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,fishing,0
3722,20-Dec-1963,1963,SOUTH AFRICA,M,Foot lacerated,N,spearfishing,0
3723,20-Dec-1963,1963,SOUTH AFRICA,M,"FATAL, arm severed, leg bitten",Y,splashing,15
3724,08-Dec-1963,1963,AUSTRALIA,M,Torso & hand lacerated,N,spearfishing,23
3725,04-Dec-1963,1963,NEW BRITAIN,M,"FATAL, leg severely bitten",Y,spearfishing,22
3726,30-Nov-1963 ,1963,NEW ZEALAND,M,Hand & lower leg severely injured,N,treading,20
3727,30-Nov-1963,1963,PAPUA NEW GUINEA,F,Left arm lacerated  PROVOKED INCIDENT,N,fishing,18
3728,28-Nov-1963,1963,FIJI,F,Elbow bitten,N,fishing,21
3729,25-Nov-1963,1963,FIJI,M,Ankle & foot bitten,N,spearing,25
3730,Reported 16-Nov-1963,1963,ITALY,M,No injury,N,spearfishing,28
3731,14-Nov-1963,1963,AUSTRALIA,M,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,catching,0
3732,12-Nov-1963,1963,USA,M,No injury PROVOKED INCIDENT,N,testing,0
3733,Reported 05-Nov-1963,1963,PAPUA NEW GUINEA,M,Thigh lacerated ,N,wading,0
3734,04-Nov-1963,1963,PALAU,M,Left calf lacerated,N,fishing,35
3735,16-Oct-1963,1963,USA,M,"Right thigh &  foot bruised, right calf  lacerated",N,fishing,28
3736,15-Oct-1963,1963,NORTH PACIFIC OCEAN,M,"Right hand lacerated, PROVOKED INCIDENT",N,fishing,20
3737,29-Sep-1963,1963,CHILE,M,FATAL,Y,spearfishing,0
3738,26-Sep-1963,1963,USA,0,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,0,fishing,25
3739,22-Sep-1963,1963,SOLOMON ISLANDS,M,"FATAL, right thigh, calf & foot bitten ",Y,spearing,30
3740,13-Sep-1963,1963,AUSTRALIA,M,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,surfing,18
3741,10-Sep-1963,1963,USA,M,Minor injury to left forearm  PROVOKED INCIDENT,N,spearfishing,16
3742,Aug-1963,1963,DOMINICAN REPUBLIC,M,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,swimming,23
3743,28-Jul-1963,1963,FEDERATED STATES OF MICRONESIA,M,Upper left arm bitten,N,spearfishing,26
3744,15-Jul-1963,1963,USA,M,"Left forearm bitten, surgically amputated?",N,bathing,14
3745,11-Jul-1963,1963,USA,M,"Cuts on right hand, PROVOKED INCIDENT",N,fishing,24
3746,Reported 10-Jul-1963,1963,JAMAICA,0,No survivors & a body sighted could not be recovered because of sharks,Y,fishing,0
3747,Jul-1963,1963,PANAMA,M,"FATAL, foot nearly severed ",Y,seining,0
3748,01-Jun-1963,1963,GREECE,F,FATAL,Y,swimming,42
3749,01-Jun-1963,1963,PAPUA NEW GUINEA,M,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,fishing,30
3750,18-May-1963,1963,USA,M,3 lacerations below right knee,0,swimming,0
3751,14-May-1963,1963,PHILIPPINES,0,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,0,0
3752,22-Apr-1963,1963,AUSTRALIA,M,Foot lacerated by netted shark PROVOKED INCIDENT,N,fishing,0
3753,20-Apr-1963,1963,USA,M,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,swimming,25
3754,17-Apr-1963,1963,SOUTH AFRICA,M,Buttock bitten,N,swimming,15
3755,13-Apr-1963,1963,AUSTRALIA,M,Arm bitten,N,surfing,25
3756,12-Apr-1963,1963,USA,M,Left foot & leg bitten,N,surfing,15
3757,08-Apr-1963,1963,USA,M,"May have drowned prior to shark involvement, partial remains recovered",0,picking,0
3758,30-Mar-1963,1963,SOLOMON ISLANDS,M,FATAL,Y,0,0
3759,27-Feb-1963,1963,PAPUA NEW GUINEA,M,Right shoulder bitten,N,swimming,0
3760,24-Feb-1963,1963,AUSTRALIA,M,Left leg lacerated,N,spearfishing,18
3761,08-Feb-1963,1963,FIJI,M,Left arm bitten,N,spearfishing,28
3762,06-Feb-1963,1963,MAURITIUS,M,Laceration to right forearm,N,0,24
3763,04-Feb-1963,1963,USA,M,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,0,0,0
3764,30-Jan-1963,1963,FIJI,M,Hand & arm severely lacerated,N,freediving,41
3765,28-Jan-1963,1963,AUSTRALIA,F,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,wading,32
3766,26-Jan-1963,1963,AUSTRALIA,M,"9' shark in area when he disappeared, body not recovered",0,swimming,25
3767,22-Jan-1963,1963,SOUTH AFRICA,0,"No injury to occupant, shark leapt inside boat",N,fishing,0
3768,14-Jan-1963,1963,NEW ZEALAND,0,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,fishing,14
3769,12-Jan-1963,1963,SOUTH AFRICA,M,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,fishing,0
3770,11-Jan-1963,1963,SOUTH AFRICA,M,Lacerations & punctures on left  forearm,N,diving,27
3771,06-Jan-1963,1963,SOUTH AFRICA,M,Lacerations to right  arm,N,spearfishing,24
3772,04-Jan-1963,1963,AUSTRALIA,0,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,fishing,0
3773,Jan-1963,1963,MOZAMBIQUE,0,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,0,0
3774,Early 1963,1963,FIJI,0,No details,0,0,0
3775,1963,1963,SEYCHELLES,M,Fatal,Y,fishing,0
3776,30-Dec-1962,1962,SOUTH AFRICA,M,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,diving,0
3777,09-Dec-1962,1962,AUSTRALIA,M,"FATAL, right leg bitten thigh to calf  ",Y,spearfishing,16
3778,Dec-1962,1962,SOUTH AFRICA,0,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,fishing,0
3779,29-Nov-1962,1962,AUSTRALIA,M,"No injury, shark bit spear & dragged diver 90'",N,spearfishing,26
3780,25-Nov-1962,1962,AUSTRALIA,M,"Skeletonized, except for head & feet. Possible drowning / scavenging",0,0,0
3781,11-Nov-1962,1962,USA,M,"Arm, hand, buttock, leg and thigh bitten",N,spearfishing,24
3782,10-Nov-1962,1962,AUSTRALIA,0,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,fishing,0
3783,Nov-1962,1962,MID ATLANTIC OCEAN,M,"No injury, shark bit his boot",N,abandoning,0
3784,28-Oct-1962,1962,SOUTH AFRICA,M,Arm lacerated (minor injury),N,spearfishing,30
3785,25-Oct-1962,1962,MEXICO,M,"FATAL, both legs bitten  ",Y,wading,32
3786,15-Oct-1962,1962,ADMIRALTY ISLANDS,M,Facial lacerations,N,0,26
3787,14-Oct-1962,1962,AUSTRALIA,M,"No injury to occupant, shark ""nibbled"" at boat",N,0,0
3788,06-Oct-1962,1962,USA,F,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,0,fishing,43
3789,Oct-1962,1962,PANAMA,M,"FATAL, body not recovered",Y,sitting,0
3790,30-Sep-1962,1962,BRITISH WEST INDIES,M,Left thigh & hand & speargun bitten,N,spearfishing,24
3791,22-Sep-1962,1962,MEXICO,M,"Left arm severely bitten, surgically amputated",N,swimming,20
